id;sexo;edad;provincia;hab;hijos;clase_social;situacion_laboral;educacion;prob_participacion_electoral;prob_voto_partido;partido_afin_ideologicamente;voto_partidario_elecciones_anteriores;escala_iz_der;candidato_edad_ideal;candidato_clasesocial_ideal;candidato_experiencialaboral_ideal;candidato_carreraprofesional_ideal;canditado_honrado;canditado_preparado;canditado_experimentado;canditado_empático;canditado_inteligente;candidato_valiente;candidato_carismatico;candidato_respetuoso;candidato_bueno;candidato_determinado;candidato_egoista;candidato_intransigente;candidato_perezoso;candidato_soberbio;candidato_frívolo;candidato_tranformador;candidato_autoritario;candidato_conciliador;candidato_común;candidato_cercano;candidato_confiable;candidato_cuidadoso;candidato_económico
1805;Hombre;45-54;Madrid;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1806;Hombre;65+;Alicante/Alacant;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Pensionista;Otros;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);4;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal
1807;Mujer;18-24;Málaga;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;No lo sé;PP (Partido Popular);PSOE (Partido Socialista Obrero Español);5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo
1808;Hombre;45-54;Madrid;Más de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1809;Hombre;35-44;Santa Cruz de Tenerife;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PP (Partido Popular);Vox;PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal
1810;Hombre;18-24;Barcelona;Menos de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Parado;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;Votaré en blanco;No lo sé;No tenía edad para votar;5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1811;Hombre;18-24;Toledo;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);4;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo
1812;Hombre;55-64;Girona;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;9;JxCAT - Junts;JxCAT - Junts;JxCAT – Junts;5;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1813;Hombre;25-34;Granada;Menos de 10.000;Sí, con uno/a de 0 a 8 años;Media;Parado;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;Vox;Vox;PP (Partido Popular);8;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1814;Mujer;45-54;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);5;Más de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1815;Hombre;45-54;Guadalajara;Menos de 10.000;Sí, con uno/a de 9 a 12 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;No lo sé;Ciudadanos;Ciudadanos;6;Me es indiferente;De clase media-baja o baja;Me es indiferente;Con una carrera profesional fuera de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1816;Mujer;35-44;Asturias;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Tercer grado, primer ciclo;8;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);7;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1817;Mujer;18-24;Alicante/Alacant;Más de 10.000;No convivo con ningún/a hijo/a;Media;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;Más País (Equo, Compromís, CHA);Más País (Equo, Compromís, CHA);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1818;Hombre;65+;Granada;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Pensionista;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez
1819;Hombre;55-64;Jaén;Más de 10.000;Sí, con uno/a de 18 años o más;Media baja / Baja;Pensionista;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);6;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1820;Mujer;45-54;Badajoz;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;No lo sé;No lo sé;Ninguno;No voté;No lo sé;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal
1821;Hombre;35-44;Albacete;Más de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, primer ciclo;10 con toda seguridad, iría a votar;No lo sé;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;Me es indiferente;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Pedro Sánchez
1822;Mujer;45-54;Bizkaia;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;Vox;Vox;Vox;10 extrema derecha;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional dentro de la política;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1823;Mujer;45-54;Bizkaia;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;7;PSOE (Partido Socialista Obrero Español);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);PSOE (Partido Socialista Obrero Español);3;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Me es indiferente;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1824;Hombre;45-54;Alicante/Alacant;Menos de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;PP (Partido Popular);PP (Partido Popular);PP (Partido Popular);8;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo
1825;Hombre;55-64;Santa Cruz de Tenerife;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Segundo grado, segundo ciclo;8;CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalista Canario);CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalista Canario);CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalis;7;Menos de 60 años;Me es indiferente;Me es indiferente;Con una carrera profesional dentro de la política;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1826;Hombre;55-64;Tarragona;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;CUP;CUP;ERC - Sobiranistes;2;Más de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1827;Hombre;18-24;Madrid;Más de 10.000;No convivo con ningún/a hijo/a;Alta / Media Alta;Trabaja;Segundo grado, primer ciclo y menos;10 con toda seguridad, iría a votar;Vox;Vox;PSOE (Partido Socialista Obrero Español);6;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1828;Mujer;45-54;Coruña, A;Menos de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Vox;Vox;Vox;6;Me es indiferente;Me es indiferente;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo
1829;Mujer;45-54;Balears, Illes;Más de 10.000;Sí, con uno/a de 13 a 17 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);3;Me es indiferente;De clase media-alta o alta;Con experiencia laboral en el sector público;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1830;Mujer;55-64;Alicante/Alacant;Más de 10.000;Sí, con uno/a de 18 años o más;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);PSOE (Partido Socialista Obrero Español);2;Menos de 60 años;De clase media-baja o baja;Con experiencia laboral en el sector privado;Con una carrera profesional fuera de la política;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz
1831;Mujer;65+;Almería;Más de 10.000;Sí, con uno/a de 18 años o más;Media;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Vox;Vox;PP (Partido Popular);7;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Santiago Abascal;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal
1832;Hombre;35-44;Badajoz;Menos de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Trabaja;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;No lo sé;Ninguno;Voté nulo;No lo sé;Me es indiferente;De clase media-baja o baja;Con experiencia laboral en el sector público;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1833;Mujer;45-54;Valencia/València;Más de 10.000;No convivo con ningún/a hijo/a;Media baja / Baja;Parado;Segundo grado, segundo ciclo;10 con toda seguridad, iría a votar;Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…);Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En;1;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz
1834;Hombre;18-24;Toledo;Menos de 10.000;No convivo con ningún/a hijo/a;Media;Estudiante;Segundo grado, segundo ciclo;5;Votaré en blanco;PP (Partido Popular);No tenía edad para votar;5;Menos de 60 años;De clase media-alta o alta;Con experiencia laboral en el sector público;Con una carrera profesional dentro de la política;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Santiago Abascal;Yolanda Díaz
1835;Mujer;35-44;Tarragona;Más de 10.000;Sí, con uno/a de 13 a 17 años;Media baja / Baja;Trabajo del hogar no remunerado;Tercer grado, segundo ciclo y más;10 con toda seguridad, iría a votar;No votaré;Ninguno;No voté;No lo sé;Me es indiferente;Me es indiferente;Me es indiferente;Me es indiferente;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Pedro Sánchez;Yolanda Díaz;Santiago Abascal;Yolanda Díaz;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Pedro Sánchez;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Yolanda Díaz;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Santiago Abascal
1836;Mujer;35-44;Valencia/València;Menos de 10.000;Sí, con uno/a de 0 a 8 años;Alta / Media Alta;Trabaja;Tercer grado, segundo ciclo y más;0 con toda seguridad, NO iría a votar;Prefiero no contestar;Ninguno;No voté;No lo sé;Menos de 60 años;De clase media-alta o alta;Me es indiferente;Me es indiferente;Alberto Núñez Feijóo;Yolanda Díaz;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Alberto Núñez Feijóo;Pedro Sánchez;Yolanda Díaz;Alberto Núñez Feijóo;Yolanda Díaz;Santiago Abascal;Pedro Sánchez;Yolanda Díaz;Pedro Sánchez;Pedro Sánchez;Santiago Abascal;Alberto Núñez Feijóo;Santiago Abascal;Pedro Sánchez;Alberto Núñez Feijóo;Santiago Abascal;Alberto Núñez Feijóo;Pedro Sánchez;Alberto Núñez Feijóo
